,tickers
1124,WABAG.csv
1125,SANCO.csv
1126,NAVNETEDUL.csv
1127,SHREYANIND.csv
1128,LICHSGFIN.csv
1129,SUNTV.csv
1130,NECCLTD.csv
1131,JPOLYINVST.csv
1132,ROLLT.csv
1133,DEEPENR.csv
1134,HEROMOTOCO.csv
1135,CMICABLES.csv
1136,HDFCMFGETF.csv
1137,SHIVAMAUTO.csv
1138,PNB.csv
1139,PENIND.csv
1140,RCOM.csv
1141,ZEEMEDIA.csv
1142,ADANIPORTS.csv
1143,LICNFNHGP.csv
1144,NAHARINDUS.csv
1145,SATIA.csv
1146,JIKIND.csv
1147,BALAXI.csv
1148,CENTURYTEX.csv
1149,NESCO.csv
1150,INFRABEES.csv
1151,RANASUG.csv
1152,KSCL.csv
1153,SKFINDIA.csv
1154,HINDMOTORS.csv
1155,JINDWORLD.csv
1156,MINDACORP.csv
1157,SANOFI.csv
1158,VARDMNPOLY.csv
1159,DANGEE.csv
1160,NEWGEN.csv
1161,ICICIBANKP.csv
1162,IVP.csv
1163,MCL.csv
1164,HNGSNGBEES.csv
1165,NAUKRI.csv
1166,RATNAMANI.csv
1167,IBREALEST.csv
1168,UNIENTER.csv
1169,ADROITINFO.csv
1170,HERCULES.csv
1171,DEEPAKNTR.csv
1172,MODIRUBBER.csv
1173,USHAMART.csv
1174,GLOBALVECT.csv
1175,BERGEPAINT.csv
1176,SCHAEFFLER.csv
1177,GMMPFAUDLR.csv
1178,EICHERMOT.csv
1179,EBBETF0423.csv
1180,AMRUTANJAN.csv
1181,MINDTECK.csv
1182,SATIN.csv
1183,SIEMENS.csv
1184,RUPA.csv
1185,JKTYRE.csv
1186,YESBANK.csv
1187,ICICIM150.csv
1188,INFY.csv
1189,TIDEWATER.csv
1190,GANDHITUBE.csv
1191,ITDCEM.csv
1192,JMCPROJECT.csv
1193,CENTUM.csv
1194,GRPLTD.csv
1195,TATAPOWER.csv
1196,INDTERRAIN.csv
1197,KECL.csv
1198,MIRCELECTR.csv
1199,KOLTEPATIL.csv
1200,AMBUJACEM.csv
1201,HCC.csv
1202,COFORGE.csv
1203,DVL.csv
1204,MSTCLTD.csv
1205,PREMIER.csv
1206,HEXATRADEX.csv
1207,MANAKALUCO.csv
1208,UCOBANK.csv
1209,CDSL.csv
1210,SHIVAMILLS.csv
1211,COCHINSHIP.csv
1212,INDIGO.csv
1213,THOMASCOTT.csv
1214,FORTIS.csv
1215,DCMSHRIRAM.csv
1216,PRAKASHSTL.csv
1217,ACCURACY.csv
1218,HINDZINC.csv
1219,GRANULES.csv
1220,MAHLIFE.csv
1221,PROZONINTU.csv
1222,JBCHEPHARM.csv
1223,PVR.csv
1224,AARTIDRUGS.csv
1225,SARLAPOLY.csv
1226,TBZ.csv
1227,COMPINFO.csv
1228,VSSL.csv
1229,NATIONALUM.csv
1230,IOLCP.csv
1231,JBMA.csv
1232,LSIL.csv
1233,TRIVENI.csv
1234,DCM.csv
1235,ASHIANA.csv
1236,RTNPOWER.csv
1237,AIAENG.csv
1238,PARAGMILK.csv
1239,ASTRAL.csv
1240,NDL.csv
1241,BEML.csv
1242,CORDSCABLE.csv
1243,JAICORPLTD.csv
1244,GAYAPROJ.csv
1245,WEBELSOLAR.csv
1246,GREENPLY.csv
1247,SUULD.csv
1248,LINCOLN.csv
1249,ORCHPHARMA.csv
1250,SKMEGGPROD.csv
1251,MAHSEAMLES.csv
1252,LALPATHLAB.csv
1253,NMDC.csv
1254,KIOCL.csv
1255,VALIANTORG.csv
1256,GUFICBIO.csv
1257,SHREECEM.csv
1258,ITDC.csv
1259,PRSMJOHNSN.csv
1260,MOIL.csv
1261,SHREDIGCEM.csv
1262,DIVISLAB.csv
1263,SADBHIN.csv
1264,ICICIMCAP.csv
1265,GAEL.csv
1266,WIPL.csv
1267,GLOBAL.csv
1268,VINYLINDIA.csv
1269,HLVLTD.csv
1270,SAIL.csv
1271,AXISBNKETF.csv
1272,TRITURBINE.csv
1273,PRIVISCL.csv
1274,JISLDVREQS.csv
1275,SGL.csv
1276,JBFIND.csv
1277,PANACEABIO.csv
1278,SWSOLAR.csv
1279,BLUESTARCO.csv
1280,GATI.csv
1281,SIYSIL.csv
1282,VENKEYS.csv
1283,NATCOPHARM.csv
1284,GULFPETRO.csv
1285,HBLPOWER.csv
1286,TDPOWERSYS.csv
1287,ALKEM.csv
1288,RELAXO.csv
1289,GREENPANEL.csv
1290,TORNTPOWER.csv
1291,GSPL.csv
1292,20MICRONS.csv
1293,ELECTHERM.csv
1294,GSFC.csv
1295,ABSLBANETF.csv
1296,TRF.csv
1297,GOODLUCK.csv
1298,SHEMAROO.csv
1299,UNICHEMLAB.csv
1300,RADICO.csv
1301,UFO.csv
1302,SIL.csv
1303,ARVSMART.csv
1304,KTKBANK.csv
1305,STARPAPER.csv
1306,SUNDARAM.csv
1307,JYOTISTRUC.csv
1308,LICNETFGSC.csv
1309,HINDCOPPER.csv
1310,KIRLOSBROS.csv
1311,SURANAT&P.csv
1312,HBANKETF.csv
1313,PARSVNATH.csv
1314,ONEPOINT.csv
1315,INOXWIND.csv
1316,RBL.csv
1317,JHS.csv
1318,PIIND.csv
1319,KENNAMET.csv
1320,CEREBRAINT.csv
1321,NATHBIOGEN.csv
1322,TEXMOPIPES.csv
1323,MERCATOR.csv
1324,GRAPHITE.csv
1325,GMDCLTD.csv
1326,ICICIPRULI.csv
1327,SCAPDVR.csv
1328,CARBORUNIV.csv
1329,TOUCHWOOD.csv
1330,LAOPALA.csv
1331,MAZDOCK.csv
1332,SETUINFRA.csv
1333,ASHOKLEY.csv
1334,ROHLTD.csv
1335,SAMBHAAV.csv
1336,PNBHOUSING.csv
1337,KOTAKPSUBK.csv
1338,SUVENPHAR.csv
1339,PFOCUS.csv
1340,VINDHYATEL.csv
1341,ANSALAPI.csv
1342,ORICONENT.csv
1343,KAYA.csv
1344,PRAKASH.csv
1345,BALRAMCHIN.csv
1346,ISFT.csv
1347,PETRONET.csv
1348,PILITA.csv
1349,CENTRALBK.csv
1350,CHEMCON.csv
1351,CYBERMEDIA.csv
1352,TAKE.csv
1353,TCS.csv
1354,BSE.csv
1355,3PLAND.csv
1356,ALPA.csv
1357,WELSPUNIND.csv
1358,XCHANGING.csv
1359,HDFCBANK.csv
1360,DBSTOCKBRO.csv
1361,INDORAMA.csv
1362,IPCALAB.csv
1363,ADVANIHOTR.csv
1364,GOKULAGRO.csv
1365,VIVIMEDLAB.csv
1366,KRISHANA.csv
1367,OBEROIRLTY.csv
1368,METROPOLIS.csv
1369,JKLAKSHMI.csv
1370,OMKARCHEM.csv
1371,JSLHISAR.csv
1372,APLLTD.csv
1373,BSHSL.csv
1374,LIKHITHA.csv
1375,EIMCOELECO.csv
1376,SOTL.csv
1377,ATFL.csv
1378,MIDHANI.csv
1379,MBECL.csv
1380,VMART.csv
1381,ADANIENT.csv
1382,QGOLDHALF.csv
1383,BATAINDIA.csv
1384,KOPRAN.csv
1385,INDIANHUME.csv
1386,KREBSBIO.csv
1387,KHANDSE.csv
1388,SEPOWER.csv
1389,SUZLON.csv
1390,GULFOILLUB.csv
1391,KIRLOSENG.csv
1392,RAJSREESUG.csv
1393,JYOTHYLAB.csv
1394,PRIMESECU.csv
1395,TALBROAUTO.csv
1396,TATASTEEL.csv
1397,EBBETF0431.csv
1398,KRIDHANINF.csv
1399,IMPAL.csv
1400,HIL.csv
1401,REPL.csv
1402,KABRAEXTRU.csv
1403,MAHASTEEL.csv
1404,PDMJEPAPER.csv
1405,BLUEDART.csv
1406,LIQUIDETF.csv
1407,WALCHANNAG.csv
1408,EMAMIPAP.csv
1409,BAJAJELEC.csv
1410,DHARSUGAR.csv
1411,MCLEODRUSS.csv
1412,SPLIL.csv
1413,FEDERALBNK.csv
1414,PRAXIS.csv
1415,GNA.csv
1416,PRECAM.csv
1417,VAIBHAVGBL.csv
1418,INDOWIND.csv
1419,SATHAISPAT.csv
1420,BRIGADE.csv
1421,HDFCNIFETF.csv
1422,OMAXE.csv
1423,SUPERHOUSE.csv
1424,CSBBANK.csv
1425,WELENT.csv
1426,JTEKTINDIA.csv
1427,COALINDIA.csv
1428,IIFLWAM.csv
1429,ARCHIES.csv
1430,PHOENIXLTD.csv
1431,DCBBANK.csv
1432,GANESHHOUC.csv
1433,SITINET.csv
1434,TIIL.csv
1435,CONCOR.csv
1436,SIS.csv
1437,ADORWELD.csv
1438,RPGLIFE.csv
1439,PIONEEREMB.csv
1440,ICICINV20.csv
1441,TNTELE.csv
1442,UTIAMC.csv
1443,GOODYEAR.csv
1444,MAXHEALTH.csv
1445,INDHOTEL.csv
1446,IGL.csv
1447,VIJIFIN.csv
1448,IIFL.csv
1449,BEL.csv
1450,GICHSGFIN.csv
1451,HUDCO.csv
1452,CUB.csv
1453,VIPULLTD.csv
1454,WIPRO.csv
1455,MADRASFERT.csv
1456,UPL.csv
1457,ADANIGREEN.csv
1458,JUNIORBEES.csv
1459,BANKBEES.csv
1460,OILCOUNTUB.csv
1461,BALLARPUR.csv
1462,MHRIL.csv
1463,APTECHT.csv
1464,BAJAJCON.csv
1465,CAPLIPOINT.csv
1466,GOACARBON.csv
1467,KEC.csv
1468,TIRUMALCHM.csv
1469,VOLTAMP.csv
1470,CESC.csv
1471,AKZOINDIA.csv
1472,LFIC.csv
1473,SIRCA.csv
1474,MAZDA.csv
1475,MUTHOOTCAP.csv
1476,A2ZINFRA.csv
1477,21STCENMGM.csv
1478,SPARC.csv
1479,MAHAPEXLTD.csv
1480,MADHUCON.csv
1481,TNPL.csv
1482,DLF.csv
1483,GOLDBEES.csv
1484,NEOGEN.csv
1485,MORARJEE.csv
1486,INDIANB.csv
1487,INFIBEAM.csv
1488,DBL.csv
1489,BOMDYEING.csv
1490,ASAHISONG.csv
1491,NECLIFE.csv
1492,VRLLOG.csv
1493,SHALPAINTS.csv
1494,IFGLEXPOR.csv
1495,MRO-TEK.csv
1496,PGHL.csv
1497,HUHTAMAKI.csv
1498,REDINGTON.csv
1499,HONDAPOWER.csv
1500,TATACONSUM.csv
1501,BASML.csv
1502,MAESGETF.csv
1503,PTC.csv
1504,BFUTILITIE.csv
1505,ASTRAZEN.csv
1506,ABB.csv
1507,TV18BRDCST.csv
1508,ENDURANCE.csv
1509,PAISALO.csv
1510,SUNDRMFAST.csv
1511,IMPEXFERRO.csv
1512,DYNPRO.csv
1513,HDFCSENETF.csv
1514,SURYAROSNI.csv
1515,ADSL.csv
1516,IDEA.csv
1517,DALMIASUG.csv
1518,NATNLSTEEL.csv
1519,ERIS.csv
1520,ABAN.csv
1521,DLINKINDIA.csv
1522,ESABINDIA.csv
1523,PILANIINVS.csv
1524,GLAXO.csv
1525,UTINEXT50.csv
1526,SMARTLINK.csv
1527,THYROCARE.csv
1528,HTMEDIA.csv
1529,SUTLEJTEX.csv
1530,PFS.csv
1531,STLTECH.csv
1532,KPITTECH.csv
1533,BANG.csv
1534,MARICO.csv
1535,QUESS.csv
1536,ICICIGI.csv
1537,VIKASPROP.csv
1538,GLAND.csv
1539,RUCHINFRA.csv
1540,SREEL.csv
1541,INDIANCARD.csv
1542,UNITECH.csv
1543,VICEROY.csv
1544,CINEVISTA.csv
1545,NACLIND.csv
1546,DNAMEDIA.csv
1547,VIMTALABS.csv
1548,GEPIL.csv
1549,TRIGYN.csv
1550,STCINDIA.csv
1551,WESTLIFE.csv
1552,SELAN.csv
1553,EASTSILK.csv
1554,SRHHYPOLTD.csv
1555,ASIANHOTNR.csv
1556,BOROLTD.csv
1557,BSLGOLDETF.csv
1558,IDFC.csv
1559,RKEC.csv
1560,TPLPLASTEH.csv
1561,COUNCODOS.csv
1562,ALANKIT.csv
1563,STEELCITY.csv
1564,RBLBANK.csv
1565,TAINWALCHM.csv
1566,IVZINGOLD.csv
1567,TEXINFRA.csv
1568,63MOONS.csv
1569,OMAXAUTO.csv
1570,UJJIVAN.csv
1571,BALKRISIND.csv
1572,MAGADSUGAR.csv
1573,FINCABLES.csv
1574,SHK.csv
1575,PAGEIND.csv
1576,MRF.csv
1577,TTKPRESTIG.csv
1578,GROBTEA.csv
1579,MIRZAINT.csv
1580,KDDL.csv
1581,RKDL.csv
1582,JAYNECOIND.csv
1583,KCPSUGIND.csv
1584,GSCLCEMENT.csv
1585,UNIVCABLES.csv
1586,WENDT.csv
1587,ORIENTABRA.csv
1588,MAWANASUG.csv
1589,MOHITIND.csv
1590,WSTCSTPAPR.csv
1591,AARVEEDEN.csv
1592,ASHOKA.csv
1593,CIGNITITEC.csv
1594,BORORENEW.csv
1595,HFCL.csv
1596,KRBL.csv
1597,MAANALU.csv
1598,NDRAUTO.csv
1599,TRIDENT.csv
1600,SUBEXLTD.csv
1601,UTTAMSUGAR.csv
1602,SWARAJENG.csv
1603,JPINFRATEC.csv
1604,M&M.csv
1605,GEECEE.csv
1606,VIDHIING.csv
1607,TECHM.csv
1608,EVERESTIND.csv
1609,ROLTA.csv
1610,ACE.csv
1611,NXTDIGITAL.csv
1612,MUNJALSHOW.csv
1613,MANAKCOAT.csv
1614,SALONA.csv
1615,SHANTIGEAR.csv
1616,SALZERELEC.csv
1617,ARVINDFASN.csv
1618,EBANK.csv
